[2024-06-02T20:05:22] Estimation window: 2013-11-19 - 2017-11-07, Best order: (4, 0, 5)-(1, 1), AIC: -7.12453661189509, Final model converged
[2024-06-02T20:05:36] Estimation window: 2013-11-20 - 2017-11-08, Best order: (1, 0, 2)-(1, 1), AIC: -7.07426768974312, Final model converged
[2024-06-02T20:05:51] Estimation window: 2013-11-21 - 2017-11-09, Best order: (2, 0, 1)-(1, 1), AIC: -7.13944966108626, Final model converged
[2024-06-02T20:06:13] Estimation window: 2013-11-22 - 2017-11-10, Best order: (5, 0, 5)-(1, 1), AIC: -7.13762390994871, Final model FAILED to converge
[2024-06-02T20:06:35] Estimation window: 2013-11-25 - 2017-11-13, Best order: (2, 0, 1)-(1, 1), AIC: -7.14164443143518, Final model converged
[2024-06-02T20:07:24] Estimation window: 2013-11-26 - 2017-11-14, Best order: (5, 0, 5)-(1, 1), AIC: 464.904556618212, Final model FAILED to converge
[2024-06-02T20:07:38] Estimation window: 2013-11-27 - 2017-11-15, Best order: (5, 0, 3)-(1, 1), AIC: -7.14074379107917, Final model converged
[2024-06-02T20:08:00] Estimation window: 2013-11-29 - 2017-11-16, Best order: (4, 0, 3)-(1, 1), AIC: -7.14753733776483, Final model converged
[2024-06-02T20:08:14] Estimation window: 2013-12-02 - 2017-11-17, Best order: (5, 0, 5)-(1, 1), AIC: -7.14173295859944, Final model FAILED to converge
[2024-06-02T20:08:29] Estimation window: 2013-12-03 - 2017-11-20, Best order: (3, 0, 5)-(1, 1), AIC: -7.13813070688404, Final model converged
[2024-06-02T20:08:45] Estimation window: 2013-12-04 - 2017-11-21, Best order: (5, 0, 5)-(1, 1), AIC: -7.15270921464195, Final model converged
[2024-06-02T20:08:59] Estimation window: 2013-12-05 - 2017-11-22, Best order: (3, 0, 4)-(1, 1), AIC: -7.12917890489133, Final model converged
[2024-06-02T20:09:15] Estimation window: 2013-12-06 - 2017-11-24, Best order: (5, 0, 5)-(1, 1), AIC: -7.13978720002181, Final model FAILED to converge
[2024-06-02T20:09:30] Estimation window: 2013-12-09 - 2017-11-27, Best order: (4, 0, 3)-(1, 1), AIC: -7.16490668593933, Final model converged
[2024-06-02T20:09:53] Estimation window: 2013-12-10 - 2017-11-28, Best order: (3, 0, 4)-(1, 1), AIC: -7.13584356587225, Final model converged
[2024-06-02T20:10:17] Estimation window: 2013-12-11 - 2017-11-29, Best order: (3, 0, 5)-(1, 1), AIC: -7.15287517836655, Final model converged
[2024-06-02T20:10:40] Estimation window: 2013-12-12 - 2017-11-30, Best order: (5, 0, 4)-(1, 1), AIC: -7.14482092803132, Final model converged
